id_pessoa,id_bc,id_emprestimo,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,tempo_primeira_solicitacao_credito_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia,porcentagem_salario_emprestimo
A9q2RnoN-9anQ,xjoHfenY-1iDu,lxrAZcIx-uvNx,25.0,53000.0,Aluguel,1.0,N,4.0,Pessoal,B,6475.0,10.59,0.0,0.12
UaH3Dm8s-XSI6,b0d7rDSI-SKot,UetHz86u-0Rjg,30.0,50400.0,Aluguel,2.0,N,7.0,Pessoal,B,7500.0,10.25,0.0,0.15
wmSY0f1m-eLGl,sF76b9fo-F3ry,2UQFhCs0-yHFW,24.0,63000.0,Aluguel,1.0,N,2.0,Melhora do lar,A,15675.0,6.54,0.0,0.25
QoqdLSIE-yQqR,tzDpfAH5-sly6,gdrAk95S-dKXS,25.0,54000.0,Hipoteca,7.0,N,2.0,Pagamento de débitos,D,8400.0,14.59,1.0,0.16
v7R7qeq8-ca3G,mdIgq8IL-1Ngl,hucxj7HI-KhGu,29.0,69000.0,Própria,11.0,N,8.0,Médico,B,6000.0,11.12,0.0,0.09
2776sZqN-LaWC,E1rNA3gM-4NGb,yXI3kkXg-nciv,22.0,82000.0,Aluguel,4.0,N,4.0,Pessoal,A,14000.0,7.9,0.0,0.17
tgOC2p9c-xr68,5ROqrzYR-xEqw,e0EmCJyd-e48T,25.0,26400.0,Hipoteca,1.0,N,3.0,Melhora do lar,A,7500.0,8.9,0.0,0.28
OvNvZfZn-qlMH,UkUkKaxR-sHFa,3GM4iYPP-bnaj,22.0,30000.0,Aluguel,4.0,N,4.0,Educativo,B,10000.0,11.86,1.0,0.33
UsLmOr5l-F6TR,Se4GWZSR-XKiX,E1uSJ4D3-kPGM,23.0,78000.0,Hipoteca,2.0,N,4.0,Empreendimento,A,6000.0,6.91,0.0,0.08
XzRPiiu7-UjKC,MJy7J8a5-8AGk,REqW928Q-NMrw,23.0,55000.0,Hipoteca,7.0,N,4.0,Pagamento de débitos,B,15000.0,9.2,0.0,0.27
3gESKjnd-PaaM,MRRJSjoU-IobR,uUryn633-dKPz,23.0,33000.0,Aluguel,1.0,N,4.0,Pagamento de débitos,D,4500.0,15.05,1.0,0.14
h8pdDYHm-CXZe,d4iGc1TN-poy1,gIeDxpuk-QiDM,32.0,3520.0,Aluguel,3.0,N,6.0,,A,22000.0,7.9,0.0,0.16
zCfCPI7l-0hSY,96W1K8Nc-q9E0,PZ8F74DR-ixh1,39.0,68000.0,Aluguel,0.0,N,12.0,Melhora do lar,A,2500.0,7.88,0.0,0.04
SymL4s2h-f1n4,c1KMDsQG-FkPu,K9ZS5x18-rubR,23.0,64800.0,Hipoteca,7.0,S,2.0,Pessoal,C,4000.0,13.99,0.0,0.06
hlLLFS1t-xg3D,PZkiA7gi-y6pf,9LslODHd-xGql,21.0,56532.0,Hipoteca,,N,3.0,Educativo,A,16000.0,7.88,0.0,0.28
w1GMc8sp-vRIK,ZPycExrJ-O3yb,R7tXXNCK-hrJS,32.0,115000.0,Hipoteca,3.0,S,7.0,Educativo,E,20000.0,16.95,0.0,0.17
D7hBJDQ0-21nN,lUJ0OMYx-ci9z,tIUHSmzN-Eevl,21.0,52000.0,Aluguel,5.0,N,4.0,Educativo,A,7000.0,7.49,0.0,0.13
WPlqOkmd-oXTe,wMRzykKF-7yr9,ekEZBncY-G14x,43.0,68400.0,Hipoteca,9.0,N,16.0,Empreendimento,C,9600.0,13.49,1.0,0.14
Ca10rpzT-K8XB,A8QxHOtv-yqSm,i51cBHl7-wfPz,26.0,64000.0,Hipoteca,9.0,N,2.0,Pagamento de débitos,D,8000.0,12.17,1.0,0.13
TZZH6RqR-XYAD,MHxO6vdE-RRuz,JOwHdf18-4ZCF,26.0,108000.0,Hipoteca,4.0,N,2.0,Melhora do lar,B,7200.0,9.62,0.0,0.07
xEon049x-TwzM,n1AJ4Itk-Ou4a,bRZCh8yK-WZwQ,21.0,72500.0,Aluguel,3.0,S,2.0,Educativo,C,14000.0,13.49,0.0,0.19
6qokl7TM-pt7S,DWF80hcU-uk8v,Uqp1RJ0c-Nxbc,23.0,90000.0,Hipoteca,1.0,N,2.0,Educativo,E,15000.0,16.32,0.0,0.17
aBZCGtCa-DIPd,b1DFoZKb-IWdW,wsEU5gQG-axZ1,30.0,42000.0,Aluguel,0.0,N,7.0,Médico,A,8450.0,8.59,0.0,0.2
A2E6q0b0-1ZS7,55mJ967Z-UegO,68p2YkxH-zILG,25.0,51300.0,Hipoteca,7.0,N,3.0,Empreendimento,A,11000.0,5.99,0.0,0.21
fkxcIk7a-tGcb,HjGGlBiK-N3Rp,a114J6xn-8GWu,26.0,45000.0,Aluguel,4.0,N,4.0,Pessoal,B,10000.0,11.86,1.0,0.22
qaZ4gTxS-bghO,8fcnEstc-Dypi,lagYxbzU-ZSta,27.0,150000.0,Própria,0.0,N,9.0,Educativo,A,10000.0,8.59,0.0,0.07
Qjw7fjRI-veMs,Ys9yLgWZ-xHHq,gzHDxdhG-AADR,37.0,76066.0,Aluguel,10.0,S,13.0,Pagamento de débitos,D,24250.0,15.65,1.0,0.32
YS3YmWQc-ZMsw,m60sFJPs-KAFZ,H1FoDPwR-aTnj,35.0,120000.0,Hipoteca,2.0,N,10.0,Pessoal,A,8000.0,,0.0,0.07
Z0a6p4O2-LQkl,xkXEaeRo-ZuPw,Q696yoy7-DBM5,26.0,62004.0,Aluguel,9.0,N,3.0,Pagamento de débitos,A,24000.0,7.9,1.0,0.39
xmHGPnvo-v7gY,Jj2CSiIZ-e5BB,YeakNyMn-d45y,25.0,420.0,Hipoteca,,N,4.0,Pagamento de débitos,C,6000.0,6.03,0.0,0.07
0ubcKIW9-B0oL,LBLDlawI-T48J,MsKmC6yj-Ts8z,27.0,23004.0,Aluguel,1.0,N,6.0,Médico,B,6250.0,10.38,0.0,0.27
QNNFaHdG-1fmQ,AK7TTXpg-prKt,mNfFK7dq-2Mk2,29.0,50000.0,,5.0,S,5.0,Pessoal,B,18250.0,12.73,0.0,0.365
5JZY7bnu-hXuL,mAPPXazi-mA6a,GSXwqruH-RPcX,39.0,52000.0,Aluguel,1.0,N,12.0,Pagamento de débitos,B,14000.0,11.71,0.0,0.27
evsXxryH-s8G5,iO8WtEdU-aE5r,QMxxSxqn-4eBd,21.0,16000.0,Aluguel,5.0,N,3.0,Empreendimento,B,6000.0,9.63,1.0,0.38
hHHISKN6-8dOe,DJzuhjCM-YeHw,dNMrFa9o-vdcn,28.0,110000.0,Hipoteca,12.0,N,7.0,Empreendimento,A,17000.0,6.03,0.0,0.15
9heeyv5B-iDL0,xACmK63e-ZBC2,BLGcDd7F-Tc4A,30.0,148000.0,Aluguel,0.0,N,8.0,Educativo,D,25000.0,15.95,1.0,0.17
vWxn8hRl-ywA3,I8dafBcv-xtpl,oYIJpp6b-cXpN,24.0,105000.0,Hipoteca,2.0,N,2.0,Médico,B,9850.0,9.63,0.0,0.09
uyyLpHcm-bmem,djQ5KdnH-2acX,0dYiS3r0-uXA8,28.0,150000.0,Própria,12.0,N,8.0,Melhora do lar,A,8500.0,6.76,0.0,0.06
CKidJphv-kiff,qN84qEs7-GhJa,uERp2GPk-HQmv,24.0,170000.0,Hipoteca,8.0,N,3.0,Educativo,B,5000.0,11.71,0.0,0.03
9H2JN4vg-e1h6,SxyLP0te-4zDx,aOjmmHcx-NUrz,32.0,39400.0,Aluguel,2.0,N,9.0,Médico,A,2500.0,7.14,0.0,0.06
MyWwWBeT-miJI,al1EAAJN-iR0g,hdZtRmlQ-GM9i,34.0,80000.0,Aluguel,4.0,N,9.0,Empreendimento,A,5000.0,,0.0,0.06
SUrLhdjW-jHDF,hUvaGe9T-2JfR,MoW6LImC-I7xp,29.0,65000.0,Hipoteca,,N,7.0,Pagamento de débitos,A,3000.0,6.03,0.0,0.05
Ou0fdheB-7MA4,3ux6uhfu-KKHd,KKvhwYCZ-kHkq,22.0,17352.0,Hipoteca,,S,3.0,Educativo,C,2250.0,15.27,0.0,0.13
02X0IPRI-Z8To,P8gZWzW3-M33C,ZZUwAFYv-d9Zs,27.0,31200.0,Aluguel,2.0,N,10.0,Pessoal,A,6000.0,6.62,1.0,0.19
TZtAYG9N-ONWt,2zbtL5eW-y94C,Blf3T5yg-BmkU,29.0,55200.0,Aluguel,13.0,N,10.0,Melhora do lar,B,4000.0,10.59,0.0,0.07
ooduUKI8-Bo60,DPK7TNbW-XPEI,QwBaW2Mb-htxT,23.0,42000.0,Hipoteca,1.0,N,2.0,Pessoal,C,2275.0,,0.0,0.04
F0K5fgXX-DdQB,mABQCIZj-Ln7N,AeZ8a2oN-TN5W,28.0,101000.0,Hipoteca,4.0,N,5.0,Educativo,B,5000.0,9.91,0.0,0.05
UHLHZ55T-SaXH,aAzpqduh-w5Xp,4C7CDnIQ-ATZA,23.0,54000.0,Hipoteca,7.0,N,3.0,Pagamento de débitos,A,3000.0,,0.0,0.06
HxJm8AFj-nWaZ,MUQJapT9-AQNu,sj40hLQE-FhHz,22.0,60000.0,Hipoteca,6.0,N,4.0,Médico,B,5000.0,11.83,0.0,0.08
KSXRznfN-Uml6,CImHSm6c-PulC,i8hgSC8W-Edob,24.0,43300.0,Hipoteca,2.0,N,2.0,Pagamento de débitos,B,24000.0,10.62,0.0,0.55
Fm4TMXnq-M6vX,d2brkacn-RjKq,PzvI7KSf-r1nE,22.0,34000.0,Hipoteca,6.0,N,3.0,Educativo,A,5000.0,9.63,0.0,0.15
9q25v5Um-D62F,dJSAZtnF-BINF,C3wh58k4-jiE4,53.0,4888.0,Própria,0.0,S,28.0,Empreendimento,C,1400.0,,1.0,0.29
ikMSSFyG-Fh0O,tJWqqlxB-hxBc,HPZEhShG-Uazq,22.0,70000.0,Hipoteca,6.0,N,2.0,Médico,A,6000.0,6.03,0.0,0.09
MCMRyLxh-i0D0,C7hh4itg-jP0L,7O0trOy9-h83y,24.0,30000.0,Aluguel,2.0,N,4.0,Médico,A,3000.0,6.03,0.0,0.1
S3mHt5d5-NWO6,ytfDuqTI-AKsC,Old1BHiP-AnbQ,25.0,25000.0,Aluguel,1.0,N,3.0,Melhora do lar,B,8000.0,12.42,1.0,0.32
pSJGyoSq-c3ox,13i3ohUk-Ni55,X0uyeXv2-I7K4,35.0,78862.0,Hipoteca,14.0,S,9.0,Educativo,D,25000.0,12.49,0.0,0.32
XEGwu2LG-ilnn,fHKKXAKd-ueqt,zLkoTe9I-Y4mu,25.0,55000.0,Aluguel,3.0,N,4.0,Pagamento de débitos,B,1200.0,11.58,0.0,0.02
6AP9gOLT-bREH,52L8nezZ-Q6YM,asSJSLGs-UGtj,25.0,15600.0,Aluguel,6.0,N,3.0,Médico,B,5000.0,10.75,1.0,0.32
2jro1gON-0xdr,62B9m8ZW-tvk9,Avu2Ymgi-Nk7x,25.0,34000.0,Hipoteca,2.0,S,3.0,Melhora do lar,C,5800.0,13.48,1.0,0.17
Abv0kyXr-HDHA,QUbX9UWY-DiAH,YMBL6Erb-nabJ,21.0,33996.0,Hipoteca,2.0,N,3.0,Melhora do lar,A,2500.0,7.88,1.0,0.07
0eaat4Zj-fJRG,XWhXxv06-3B6l,FujjvcPm-wXwE,25.0,110000.0,Hipoteca,5.0,N,3.0,Educativo,A,10800.0,6.92,0.0,0.1
C1iHvuLw-cjlc,dRy5pysG-Mlsq,rg6yKdlY-6O6P,29.0,79800.0,Hipoteca,2.0,N,8.0,Pagamento de débitos,A,6000.0,7.14,0.0,0.08
03dxIafi-8oix,fg8vminY-K1qA,PhEHSYZJ-ohhy,22.0,90000.0,Hipoteca,6.0,N,2.0,Médico,B,6000.0,9.25,0.0,0.07
zCbKw7Ro-jlkj,cow8F3qF-YjWY,gJYBJ89E-Sffc,26.0,156000.0,Hipoteca,5.0,N,4.0,Pessoal,B,7000.0,9.91,0.0,0.04
PKDbq6Y2-1R5J,g0wvLug2-Eug2,yRMhAGyb-pgLs,22.0,30000.0,Aluguel,4.0,N,2.0,Pessoal,B,6000.0,10.99,1.0,0.2
ZdtgMhrJ-Oi8v,uoDUzUeR-7j5P,HifNoMUY-kmik,40.0,62000.0,Própria,5.0,N,16.0,Pagamento de débitos,D,4800.0,,0.0,0.08
8L6q0Mn3-qAL1,6sMzR9dj-qPyn,gfnBm8fb-vtfq,41.0,98000.0,Hipoteca,18.0,N,17.0,Médico,B,5000.0,10.99,0.0,0.05
MRAkvmJ9-qKHi,han0SKrz-2CkI,rWl9S9Or-mqvH,26.0,52800.0,Aluguel,1.0,N,3.0,Pessoal,A,4000.0,,0.0,0.08
LkeRrKwH-0Rbj,N3vpWd3k-mpMx,Oc7GI91N-dy6e,22.0,36000.0,Hipoteca,6.0,N,4.0,Pagamento de débitos,B,4000.0,12.69,1.0,0.11
c9OK3PgA-EkJh,ITIe3DvG-epBA,vKFgL54I-a8LN,21.0,39600.0,Própria,5.0,N,3.0,Pessoal,A,3500.0,6.62,0.0,0.09
bO4gkmkL-FJa2,Tbd4y0bl-i67s,BYEXeDkR-dAD2,29.0,100000.0,Hipoteca,9.0,S,8.0,Empreendimento,C,25000.0,13.23,0.0,0.25
dBB67Mv1-8ydK,oEG0WmA9-2o1w,WdKy7hkh-QUCd,28.0,19200.0,Aluguel,4.0,N,6.0,Empreendimento,C,4800.0,,1.0,0.25
Fyh4HG3O-c6Ca,bBSxdlib-hmrv,SdAH3KtD-tksm,25.0,25000.0,Própria,2.0,N,4.0,Empreendimento,A,1500.0,6.76,0.0,0.06
9ydmrI3n-2mnt,RlZvtRoL-onCS,HZNoU35h-qq55,27.0,37200.0,Aluguel,4.0,N,9.0,Educativo,D,4000.0,17.27,1.0,0.11
mrc2tBSg-XZUI,cMQP079N-7lwr,Pjzewu16-jYKr,27.0,85000.0,Aluguel,11.0,S,5.0,Pagamento de débitos,C,6000.0,13.43,0.0,0.07
p8DgyWNY-v6tT,X3OCbmOQ-rqeI,kXmdblUI-5dZw,24.0,28800.0,Hipoteca,1.0,N,4.0,Pessoal,B,3500.0,9.99,0.0,0.12
f2IRyk27-qQsm,kFhMOyuK-rJI7,w0UDotT8-UH4A,25.0,50000.0,Hipoteca,9.0,N,2.0,Melhora do lar,B,8000.0,10.0,0.0,0.16
RcCTi0NT-Xs5S,XGzyWJMp-ZF9E,qz78J9ZY-n63y,25.0,30000.0,Própria,9.0,N,3.0,Empreendimento,D,7000.0,,0.0,0.23
KAxboGpA-Sjrx,N0Chhn8J-L0T7,z6brSQe4-snYF,25.0,59366.0,Aluguel,4.0,N,2.0,Médico,B,6000.0,11.11,0.0,0.1
OvlOz7rD-EkKr,hxXuXRof-c3ev,p6Yc0Zw1-xSBY,38.0,118000.0,Hipoteca,12.0,N,12.0,Pagamento de débitos,B,11400.0,10.59,0.0,0.1
z67n0Qy0-EDeH,4Uso2dH9-qN6A,NuN06tql-ou7x,35.0,67000.0,Hipoteca,10.0,N,6.0,Pessoal,A,3300.0,7.88,0.0,0.05
oiPTSksW-RXWm,bLsHqdam-fvwJ,7hE7E536-f4vb,33.0,57000.0,Hipoteca,7.0,N,7.0,Educativo,B,15000.0,10.39,0.0,0.26
7gjWxAF3-CB1P,X37Kz867-gKGi,5wyWQaUX-dZcC,29.0,31100.0,Aluguel,2.0,N,8.0,Pagamento de débitos,B,5000.0,9.63,0.0,0.16
6Bp1Gy4F-oi1U,cbuPS5u9-v3Mt,skIMuIp1-8c5d,48.0,33500.0,Aluguel,1.0,N,11.0,Melhora do lar,D,1500.0,14.74,1.0,0.04
JB3NN5kK-AKM1,B9wRGUqJ-tO0F,joowOJST-nvOx,25.0,55000.0,Hipoteca,6.0,N,2.0,Melhora do lar,B,6500.0,10.99,0.0,0.12
DfFK7DcK-9A0C,oaPoD6sh-07LM,542vC2H3-2EDt,29.0,39000.0,Aluguel,0.0,S,5.0,Empreendimento,D,4000.0,15.99,1.0,0.1
n0bMT3nk-JUOi,DZcl0ORO-yT4I,glQ9oxoS-Hhlv,31.0,70000.0,Hipoteca,0.0,N,8.0,Médico,A,3000.0,8.9,0.0,0.04
9u3BzS8Q-GaR8,IoZyQLDz-R1hH,dcX4x9uC-v0T6,36.0,261800.0,Hipoteca,16.0,N,16.0,Médico,B,24000.0,10.62,1.0,0.08
jyuBWSc3-4wgE,Foo9xCTm-iyhE,JuvGiXpH-5ncg,60.0,49008.0,Própria,5.0,S,30.0,Pessoal,C,12000.0,13.79,0.0,0.24
I1D0mII6-qwoL,2OuI5Hpd-q5u2,gHnWmKFf-QgIa,22.0,82000.0,Hipoteca,6.0,N,4.0,Educativo,B,20000.0,,,0.2439
h4XcatXR-YSv5,RnGovJBB-I1ml,T96a3uNI-Z03T,36.0,62400.0,Hipoteca,0.0,N,14.0,Pessoal,A,2400.0,7.49,0.0,0.04
gBylkgvQ-3mTF,SCFp8gPX-D8yB,DlHegHWN-rqAe,22.0,60000.0,Hipoteca,6.0,N,4.0,Pessoal,A,10000.0,8.9,0.0,0.17
0N521DSb-MKHu,sDlOzlye-e6dl,ltf6abbN-iMzM,22.0,40428.0,Aluguel,4.0,N,2.0,Médico,B,16500.0,10.75,1.0,0.41
nMFug96Z-N7zg,ESzlQC6k-JKMA,HiTGoiOp-PwAX,26.0,42000.0,Aluguel,3.0,N,2.0,Pagamento de débitos,A,4500.0,7.66,0.0,0.11
uJNJ3g3s-srlI,Up5DbYcE-Nned,yh4orcTb-jZTh,38.0,35000.0,Hipoteca,7.0,N,16.0,Pagamento de débitos,A,13075.0,7.29,0.0,0.37
w1td9rbw-uuO9,Amf3PHRS-drzc,MOBRq37N-6FFJ,26.0,109000.0,Hipoteca,0.0,N,3.0,Pagamento de débitos,A,20000.0,6.54,0.0,0.18
Ly6xxS0i-z0US,jpcjDMMe-vLO9,scOs1EI1-d0xD,27.0,110000.0,Hipoteca,4.0,N,10.0,Melhora do lar,A,2500.0,8.07,0.0,0.02
Zx2PDoqF-vBJi,QCIoQ2Z0-aFDN,8AK6FttX-HrNB,24.0,82000.0,Hipoteca,8.0,N,3.0,Pessoal,A,6000.0,6.76,0.0,0.07
7hZqYlvA-UmgK,iwRA7Tl0-Dkk8,IuOMKYN8-CPOb,26.0,93000.0,Hipoteca,10.0,N,3.0,Pagamento de débitos,B,6000.0,10.99,0.0,0.06
Cx7l206P-FJDE,rfuv9OSr-DXS4,btsK3hP4-nSJj,24.0,50000.0,Hipoteca,8.0,N,3.0,Educativo,B,15000.0,9.99,0.0,0.3
DrEoo9Fa-DHce,HfJqENE2-ndeb,FTyxIejP-lacF,25.0,123000.0,Aluguel,0.0,N,2.0,Educativo,A,12000.0,9.63,0.0,0.1
qqiKaU3W-o31C,8iY7Ryru-xWWe,wBlej7y3-9vWr,31.0,64000.0,Hipoteca,4.0,N,10.0,Pagamento de débitos,C,5100.0,13.22,1.0,0.08
FOw1FhZx-0hZ8,PvpQQCQB-E5S3,fH8ll2o7-cieW,28.0,30000.0,Aluguel,12.0,N,5.0,Educativo,A,2000.0,5.42,0.0,0.07
fZu60d7Q-SiU6,LDy2WPbu-jyod,Y0Q1IvA9-FCAJ,23.0,36000.0,Aluguel,7.0,N,4.0,Médico,B,4000.0,10.99,1.0,0.11
R3gH9Rw4-dWPl,R3mwIwGR-R5dU,mrukjRsa-HlLp,28.0,108000.0,Hipoteca,4.0,N,8.0,Empreendimento,C,5000.0,12.87,0.0,0.05
F6ehsEqt-xz99,HOtW9Cdf-J5HY,bUdGh664-psKG,26.0,44000.0,Própria,10.0,N,2.0,Empreendimento,C,5000.0,,0.0,0.11
mL5zkIUm-AUxi,Xb9mWT0a-dyat,yQGYa5KX-gYZG,22.0,30000.0,Própria,0.0,N,2.0,Educativo,B,2500.0,12.53,0.0,0.08
2qNsz1qK-xkA1,hxKlcDu2-KgUZ,Kzthf8Xj-zHM1,30.0,144000.0,Hipoteca,12.0,N,8.0,Pessoal,C,35000.0,12.68,0.0,0.24
Po5hOWXh-UsUM,GX5h4RIM-cuih,yYZExTZs-upfZ,29.0,37000.0,Hipoteca,5.0,N,7.0,Melhora do lar,B,4800.0,10.36,0.0,0.13
eDXBeFmj-RRIh,JiftjQ86-4Q9b,AOfF9xHk-WeBT,34.0,37000.0,Hipoteca,7.0,N,5.0,Pagamento de débitos,B,4400.0,10.99,0.0,0.12
iFdhNFLG-3OSM,ByB0Pi9T-YzUg,sonGW51d-zpP9,35.0,48000.0,Hipoteca,8.0,N,9.0,Melhora do lar,C,2000.0,11.97,0.0,0.04
2QHZUrEo-QYBF,SCdSZb7D-Huwl,xmE2omk0-8mis,37.0,85000.0,Própria,3.0,S,16.0,Educativo,F,10000.0,18.43,0.0,0.12
A7yLtWyg-G5kw,Dt1e64NZ-UuKL,PpF3AZJa-PTJn,25.0,32500.0,Aluguel,5.0,S,3.0,Médico,C,7350.0,13.43,0.0,0.23
nlgQ2mjj-cW7Q,9q03rPJu-sHbx,ppL2I9xU-NMDl,28.0,47000.0,Hipoteca,5.0,N,6.0,Melhora do lar,B,6000.0,8.88,1.0,0.13
sBgxtE6Y-TMH4,aw9zyuFa-xHRy,BB5ADXDD-jmBA,25.0,42900.0,Aluguel,5.0,N,3.0,Pessoal,A,12000.0,8.9,0.0,0.28
uILmg65q-Q6pE,AB3DT0xC-xXvl,aPZcixLo-CFBv,23.0,49000.0,Hipoteca,7.0,S,3.0,Médico,G,15000.0,19.82,1.0,0.31
G9OS38ow-LPal,eksR8rnn-1b8s,eWtq5uzc-Csub,25.0,62000.0,Hipoteca,9.0,N,2.0,Melhora do lar,C,3000.0,12.99,0.0,0.05
mkJAQK0M-U2mm,p6BebspM-LiJH,0vGenoEb-eXej,24.0,42000.0,Aluguel,2.0,S,2.0,Educativo,C,4800.0,15.23,1.0,0.11
0kIbRqUt-BcHN,DcvEGT0H-Grbd,fkwY2Tp6-jZZD,23.0,110000.0,Aluguel,0.0,N,3.0,Pessoal,B,22000.0,,0.0,0.2
pnHrbdEp-ksi0,Rge7vhfY-k5yf,MscxeDwp-M9k6,23.0,50000.0,Aluguel,7.0,N,4.0,Médico,A,10000.0,,0.0,0.2
azyJmGm0-zglm,tiQHhQxy-IpGA,tU61jdGR-EEQH,23.0,25000.0,Aluguel,,N,4.0,Empreendimento,B,4000.0,11.71,0.0,0.16
yS91olvW-OEeS,rxlchKpc-ROcr,0Lh7lhXD-QJHn,28.0,86400.0,Aluguel,1.0,N,8.0,Melhora do lar,B,2425.0,11.49,0.0,0.03
2S3eqdF1-3Nq0,EA1mFxR9-DR8h,s0urpOqG-HFKD,30.0,60000.0,Hipoteca,13.0,N,5.0,Pagamento de débitos,B,15000.0,10.74,0.0,0.25
v6Q0T3cD-ZdKv,Y0wa6o32-FWLI,oBH2ioR4-MgJ6,26.0,57000.0,Aluguel,0.0,N,3.0,Melhora do lar,A,11500.0,7.51,0.0,0.2
O1zdqs70-05Fz,1PZjfq36-wSDk,UroxjE9x-yu3f,25.0,97700.0,Hipoteca,6.0,N,2.0,Pessoal,A,8000.0,7.49,0.0,0.08
S0pevSof-AZ04,OJXkFEt8-vL94,bqeUYUdf-bXrx,45.0,37500.0,Hipoteca,1.0,N,16.0,Pagamento de débitos,B,5000.0,11.49,0.0,0.13
Scc2MXdy-tMs4,klFU0gch-jxIB,CbvXO7mw-tT5t,21.0,35000.0,Aluguel,5.0,N,3.0,Médico,B,5000.0,10.65,0.0,0.14
w2ISEIxp-gJ5s,4TjPZxNb-cwjH,H0W2EY7U-JlWo,24.0,60000.0,Hipoteca,8.0,N,2.0,Educativo,B,3000.0,10.65,0.0,0.05
4sUk7sI3-WJaz,Opvpy1QZ-O8Ra,G6c90U0x-I5xY,26.0,86000.0,Hipoteca,10.0,N,2.0,Empreendimento,B,5000.0,11.12,0.0,0.06
cMZOsE6A-BSGI,vbQz9R5K-NapZ,Ry0mP1dQ-weFP,23.0,39600.0,Hipoteca,8.0,N,3.0,Médico,A,8250.0,9.32,0.0,0.21
PPx7eRmb-PE2r,2JJvcFMX-FNun,I5AbnXU8-X68j,36.0,58650.0,Hipoteca,0.0,N,15.0,Médico,B,10000.0,,1.0,0.14
NnFYv7Dw-u4m8,SZ7oMSLu-bOXT,duZb7lM9-wY7n,26.0,80000.0,Aluguel,4.0,N,2.0,Educativo,A,9600.0,,0.0,0.12
ifGz2bbI-9v5f,vXMMZcRt-A3o5,uOgw4ooj-cyvg,24.0,21000.0,Aluguel,0.0,N,2.0,Pagamento de débitos,A,5000.0,8.63,0.0,0.24
10sKOvwe-zDOG,LEcs98BL-gkJp,rbL6eW1e-bkxg,22.0,45996.0,Aluguel,6.0,N,4.0,Educativo,B,2000.0,11.36,0.0,0.04
vgZjRCNF-gZtB,XGXYGR20-uwls,UKbC940P-0vFP,22.0,57996.0,Hipoteca,4.0,N,4.0,Empreendimento,A,21250.0,6.91,0.0,0.37
dRjDLxpW-ceJW,LUbJKyrl-urGK,MmZdXAoP-dOlP,34.0,128000.0,Hipoteca,14.0,N,5.0,Melhora do lar,A,12325.0,8.49,1.0,0.1
NPB4uFqH-2S9G,J53Su1H7-spX2,bcZMK0FO-5bJG,26.0,,Hipoteca,2.0,S,3.0,Empreendimento,B,,14.17,0.0,0.11
RvuERZeZ-lMA6,cSj8WJXT-8bom,WFyalh7D-QOSS,22.0,66960.0,Aluguel,1.0,N,2.0,Empreendimento,A,23400.0,7.49,1.0,0.35
t3mTsqDs-yvUc,8uuU8Q5Q-aMAZ,QN1kerXY-6sbz,36.0,94000.0,Hipoteca,14.0,N,12.0,Melhora do lar,A,4200.0,5.99,0.0,0.04
sODKC7FT-Md4U,iscN6WAj-Fw1Q,CZIrg2N8-vqLv,27.0,90000.0,Hipoteca,11.0,N,9.0,Empreendimento,D,21000.0,15.62,0.0,0.23
Pg95DoQp-ocEJ,8OHhIoOa-B0gw,KOmzlih3-JDtd,23.0,65000.0,Aluguel,7.0,N,3.0,Educativo,C,6000.0,15.23,0.0,0.09
8l8WDvrp-GMAo,YQId0yhu-dx9M,cg4z1ib4-Pr9R,24.0,70000.0,Hipoteca,2.0,N,4.0,Melhora do lar,A,17000.0,7.51,0.0,0.24
oWX3M946-LZ36,CjN2tKom-jv1x,Q0O3HNUy-zcX0,25.0,73000.0,Aluguel,2.0,N,3.0,Pessoal,D,7200.0,14.96,1.0,0.1
5ALuWP9f-chj0,nyNt5gSr-osNP,j5K7bAhC-oM5F,26.0,33800.0,Aluguel,4.0,S,2.0,Pessoal,C,13000.0,13.57,1.0,0.38
5xcGOllm-foWx,s6bMATtR-759T,12e7Wf7o-F6X6,26.0,65000.0,Hipoteca,4.0,N,4.0,Educativo,B,5000.0,11.89,0.0,0.08
GtXOWKis-NerT,Y5YMrwbx-1FeQ,LbLMEdRW-5tl8,22.0,49000.0,Aluguel,6.0,N,2.0,Empreendimento,B,5000.0,11.86,0.0,0.1
I5Js7Yzv-wKku,hTczw5pZ-IKm2,cEW24gGR-EqjM,28.0,72000.0,Hipoteca,12.0,N,5.0,Pessoal,E,16000.0,15.95,0.0,0.22
3uYgaoPJ-Yboe,0WFhfJpT-XqrI,YkFg1Yda-bAKv,27.0,72000.0,Aluguel,4.0,N,9.0,Melhora do lar,C,20000.0,13.22,1.0,0.28
KK5IiYRi-Ks9j,a77oyz7a-mpdT,eUyA1Gcg-hNM1,26.0,39900.0,Aluguel,1.0,N,3.0,Pagamento de débitos,B,14000.0,10.37,1.0,0.35
4jleoK8e-ZCCi,czDwmvFs-ndR0,irzQIKDg-gYut,23.0,40100.0,Aluguel,7.0,N,2.0,Médico,B,12000.0,9.91,0.0,0.3
